fiber_type,import_export,category,sub_category,year,month,value
raw_cotton,import,home furnishings,blankets,2020,10,5641.32
raw_cotton,import,home furnishings,blankets,2020,11,5596.11
raw_cotton,import,home furnishings,blankets,2020,12,5564.61
raw_cotton,import,home furnishings,blankets,2021,1,5365.75
raw_cotton,import,home furnishings,blankets,2021,2,4855.22
raw_cotton,import,home furnishings,blankets,2021,3,5835.50
raw_cotton,import,home furnishings,blankets,2021,4,5558.05
raw_cotton,import,home furnishings,blankets,2021,5,5801.37
raw_cotton,import,home furnishings,blankets,2021,6,5268.85
raw_cotton,import,home furnishings,blankets,2021,7,5624.94
raw_cotton,import,home furnishings,blankets,2021,8,5729.76
raw_cotton,import,home furnishings,blankets,2021,9,4865.20
raw_cotton,import,home furnishings,bedsheets and pillowcases,2020,1,43455.57
raw_cotton,import,home furnishings,bedsheets and pillowcases,2020,2,35427.80
raw_cotton,import,home furnishings,bedsheets and pillowcases,2020,3,31155.84
raw_cotton,import,home furnishings,bedsheets and pillowcases,2020,4,31990.05
raw_cotton,import,home furnishings,bedsheets and pillowcases,2020,5,28648.91
raw_cotton,import,home furnishings,bedsheets and pillowcases,2020,6,38483.49
raw_cotton,import,home furnishings,bedsheets and pillowcases,2020,7,48258.66
raw_cotton,import,home furnishings,bedsheets and pillowcases,2020,8,59222.35
raw_cotton,import,home furnishings,bedsheets and pillowcases,2020,9,53950.32
raw_cotton,import,home furnishings,bedsheets and pillowcases,2020,10,72932.12
raw_cotton,import,home furnishings,bedsheets and pillowcases,2020,11,66307.84
raw_cotton,import,home furnishings,bedsheets and pillowcases,2020,12,59090.25
raw_cotton,import,home furnishings,bedsheets and pillowcases,2021,1,56755.86
raw_cotton,import,home furnishings,bedsheets and pillowcases,2021,2,50868.73
raw_cotton,import,home furnishings,bedsheets and pillowcases,2021,3,51706.04
raw_cotton,import,home furnishings,bedsheets and pillowcases,2021,4,57684.45
raw_cotton,import,home furnishings,bedsheets and pillowcases,2021,5,63874.12
raw_cotton,import,home furnishings,bedsheets and pillowcases,2021,6,62055.08
raw_cotton,import,home furnishings,bedsheets and pillowcases,2021,7,66144.23
raw_cotton,import,home furnishings,bedsheets and pillowcases,2021,8,66899.51
raw_cotton,import,home furnishings,bedsheets and pillowcases,2021,9,60378.37
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2020,1,2997.87
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2020,2,2627.99
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2020,3,2027.51
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2020,4,1391.83
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2020,5,468.46
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2020,6,1229.67
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2020,7,1909.50
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2020,8,3857.60
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2020,9,3762.72
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2020,10,4727.81
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2020,11,2698.68
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2020,12,2622.05
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2021,1,3143.54
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2021,2,2243.47
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2021,3,2243.17
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2021,4,1838.88
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2021,5,2191.44
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2021,6,2900.25
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2021,7,2704.90
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2021,8,3833.10
raw_cotton,import,home furnishings,"tablecloths, placemats, napkins",2021,9,4637.24
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2020,1,64539.69
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2020,2,60343.27
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2020,3,59875.04
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2020,4,61051.70
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2020,5,29038.94
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2020,6,30985.97
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2020,7,52072.01
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2020,8,62080.46
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2020,9,64015.01
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2020,10,76769.03
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2020,11,67280.87
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2020,12,70659.63
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2021,1,73049.52
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2021,2,66991.30
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2021,3,78919.28
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2021,4,82111.66
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2021,5,88992.04
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2021,6,70877.82
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2021,7,73911.53
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2021,8,73845.94
raw_cotton,import,home furnishings,bathroom and kitchen toweling,2021,9,67506.17
raw_cotton,import,home furnishings,curtains and drapes,2020,1,10009.66
raw_cotton,import,home furnishings,curtains and drapes,2020,2,7630.69
raw_cotton,import,home furnishings,curtains and drapes,2020,3,5342.01
raw_cotton,import,home furnishings,curtains and drapes,2020,4,6102.87
raw_cotton,import,home furnishings,curtains and drapes,2020,5,7427.44
raw_cotton,import,home furnishings,curtains and drapes,2020,6,10203.07
raw_cotton,import,home furnishings,curtains and drapes,2020,7,12037.54
raw_cotton,import,home furnishings,curtains and drapes,2020,8,14551.25
raw_cotton,import,home furnishings,curtains and drapes,2020,9,12855.99
raw_cotton,import,home furnishings,curtains and drapes,2020,10,14118.11
raw_cotton,import,home furnishings,curtains and drapes,2020,11,13850.18
raw_cotton,import,home furnishings,curtains and drapes,2020,12,15021.23
raw_cotton,import,home furnishings,curtains and drapes,2021,1,13187.78
raw_cotton,import,home furnishings,curtains and drapes,2021,2,12645.64
raw_cotton,import,home furnishings,curtains and drapes,2021,3,14091.81
raw_cotton,import,home furnishings,curtains and drapes,2021,4,11180.64
raw_cotton,import,home furnishings,curtains and drapes,2021,5,13234.99
raw_cotton,import,home furnishings,curtains and drapes,2021,6,13892.06
raw_cotton,import,home furnishings,curtains and drapes,2021,7,11570.79
raw_cotton,import,home furnishings,curtains and drapes,2021,8,12672.67
raw_cotton,import,home furnishings,curtains and drapes,2021,9,11008.29
raw_cotton,import,home furnishings,bedspreads and quilts,2020,1,29857.21
raw_cotton,import,home furnishings,bedspreads and quilts,2020,2,21665.06
raw_cotton,import,home furnishings,bedspreads and quilts,2020,3,16513.96
raw_cotton,import,home furnishings,bedspreads and quilts,2020,4,16560.37
raw_cotton,import,home furnishings,bedspreads and quilts,2020,5,15136.78
raw_cotton,import,home furnishings,bedspreads and quilts,2020,6,23924.06
raw_cotton,import,home furnishings,bedspreads and quilts,2020,7,30700.99
raw_cotton,import,home furnishings,bedspreads and quilts,2020,8,34092.31
raw_cotton,import,home furnishings,bedspreads and quilts,2020,9,33369.50
raw_cotton,import,home furnishings,bedspreads and quilts,2020,10,43948.67
raw_cotton,import,home furnishings,bedspreads and quilts,2020,11,42342.27
raw_cotton,import,home furnishings,bedspreads and quilts,2020,12,37410.93
raw_cotton,import,home furnishings,bedspreads and quilts,2021,1,34288.79
raw_cotton,import,home furnishings,bedspreads and quilts,2021,2,32695.34
raw_cotton,import,home furnishings,bedspreads and quilts,2021,3,36041.88
raw_cotton,import,home furnishings,bedspreads and quilts,2021,4,31154.61
raw_cotton,import,home furnishings,bedspreads and quilts,2021,5,37267.32
raw_cotton,import,home furnishings,bedspreads and quilts,2021,6,36993.30
raw_cotton,import,home furnishings,bedspreads and quilts,2021,7,32588.12
raw_cotton,import,home furnishings,bedspreads and quilts,2021,8,33186.09
raw_cotton,import,home furnishings,bedspreads and quilts,2021,9,33154.19
raw_cotton,import,floor coverings,knotted,2020,1,472.89
raw_cotton,import,floor coverings,knotted,2020,2,800.39
raw_cotton,import,floor coverings,knotted,2020,3,500.15
raw_cotton,import,floor coverings,knotted,2020,4,361.14
raw_cotton,import,floor coverings,knotted,2020,5,99.53
raw_cotton,import,floor coverings,knotted,2020,6,201.51
raw_cotton,import,floor coverings,knotted,2020,7,370.34
raw_cotton,import,floor coverings,knotted,2020,8,544.98
raw_cotton,import,floor coverings,knotted,2020,9,530.33
raw_cotton,import,floor coverings,knotted,2020,10,595.89
raw_cotton,import,floor coverings,knotted,2020,11,469.09
raw_cotton,import,floor coverings,knotted,2020,12,692.13
raw_cotton,import,floor coverings,knotted,2021,1,508.91
raw_cotton,import,floor coverings,knotted,2021,2,380.57
raw_cotton,import,floor coverings,knotted,2021,3,715.70
raw_cotton,import,floor coverings,knotted,2021,4,415.08
raw_cotton,import,floor coverings,knotted,2021,5,507.04
raw_cotton,import,floor coverings,knotted,2021,6,509.69
raw_cotton,import,floor coverings,knotted,2021,7,506.54
raw_cotton,import,floor coverings,knotted,2021,8,385.56
raw_cotton,import,floor coverings,knotted,2021,9,452.37
raw_cotton,import,floor coverings,woven,2020,1,9568.71
raw_cotton,import,floor coverings,woven,2020,2,9243.02
raw_cotton,import,floor coverings,woven,2020,3,9417.06
raw_cotton,import,floor coverings,woven,2020,4,7630.97
raw_cotton,import,floor coverings,woven,2020,5,4374.03
raw_cotton,import,floor coverings,woven,2020,6,5217.34
raw_cotton,import,floor coverings,woven,2020,7,8804.82
raw_cotton,import,floor coverings,woven,2020,8,10532.30
raw_cotton,import,floor coverings,woven,2020,9,11980.70
raw_cotton,import,floor coverings,woven,2020,10,12544.26
raw_cotton,import,floor coverings,woven,2020,11,11648.12
raw_cotton,import,floor coverings,woven,2020,12,13191.10
raw_cotton,import,floor coverings,woven,2021,1,14466.35
raw_cotton,import,floor coverings,woven,2021,2,11846.61
raw_cotton,import,floor coverings,woven,2021,3,13923.96
raw_cotton,import,floor coverings,woven,2021,4,13574.77
raw_cotton,import,floor coverings,woven,2021,5,15344.79
raw_cotton,import,floor coverings,woven,2021,6,13562.74
raw_cotton,import,floor coverings,woven,2021,7,13201.32
raw_cotton,import,floor coverings,woven,2021,8,11951.74
raw_cotton,import,floor coverings,woven,2021,9,10843.97
raw_cotton,import,floor coverings,tufted,2020,1,2060.52
raw_cotton,import,floor coverings,tufted,2020,2,1752.97
raw_cotton,import,floor coverings,tufted,2020,3,1854.97
raw_cotton,import,floor coverings,tufted,2020,4,1633.33
raw_cotton,import,floor coverings,tufted,2020,5,786.81
raw_cotton,import,floor coverings,tufted,2020,6,1161.01
raw_cotton,import,floor coverings,tufted,2020,7,2119.54
raw_cotton,import,floor coverings,tufted,2020,8,2551.95
raw_cotton,import,floor coverings,tufted,2020,9,2911.57
raw_cotton,import,floor coverings,tufted,2020,10,4384.56
raw_cotton,import,floor coverings,tufted,2020,11,3546.46
raw_cotton,import,floor coverings,tufted,2020,12,3674.13
raw_cotton,import,floor coverings,tufted,2021,1,3996.70
raw_cotton,import,floor coverings,tufted,2021,2,4448.13
raw_cotton,import,floor coverings,tufted,2021,3,3841.94
raw_cotton,import,floor coverings,tufted,2021,4,3829.50
